"CountyState","Sum_Plant_NetGenMW","average_month_PM25_concentration","Season","SeasonBinary","percent_white","percent_black","percent_asian","percent_housing_burden","Median_Income","percent_no_vehicle","Population","LogSum_Plant_NetGenMW"
"Muscogee, GA",0,22.3,"Winter","0",40.5739788436345,46.5963083902,2.5805095516493,45.3684184420029,54561,2.05369665397716,204572,-Inf
"New Hanover, NC",3927306,10,"Summer","1",79.0850991084187,12.1191931058062,1.31808498514031,49.7639118934019,67515,1.3373343335834,228134,6.59409474108046
"New Hanover, NC",3927306,12.5,"Winter","0",79.0850991084187,12.1191931058062,1.31808498514031,49.7639118934019,67515,1.3373343335834,228134,6.59409474108046
"Palm Beach, FL",27166351,16.7,"Summer","1",61.49049541579,18.5141205709106,2.8181602282572,56.6432281662853,76066,2.37112317967958,1494805,7.43403130764898
"Palm Beach, FL",27166351,29.7,"Winter","0",61.49049541579,18.5141205709106,2.8181602282572,56.6432281662853,76066,2.37112317967958,1494805,7.43403130764898
"Pinellas, FL",7058966,16.8,"Summer","1",76.894276386108,10.0380449163366,3.53280176015035,52.7440482619228,66406,2.66720163547607,959918,6.84874109009119
"Pinellas, FL",7058966,12.9,"Winter","0",76.894276386108,10.0380449163366,3.53280176015035,52.7440482619228,66406,2.66720163547607,959918,6.84874109009119
"Pitt, NC",3770,11.7,"Summer","1",54.6624921143017,35.1158905581906,1.73310124068319,44.5060097178416,54915,1.94586503679681,171196,3.57634135020579
"Pitt, NC",3770,10.5,"Winter","0",54.6624921143017,35.1158905581906,1.73310124068319,44.5060097178416,54915,1.94586503679681,171196,3.57634135020579
"Polk, FL",26720533.78,14.8,"Summer","1",64.4304964895433,14.8580129280428,1.76195178402372,46.7748402455833,60901,2.07158946790589,736229,7.4268451295293
"Polk, FL",26720533.78,23.9,"Winter","0",64.4304964895433,14.8580129280428,1.76195178402372,46.7748402455833,60901,2.07158946790589,736229,7.4268451295293
"Richland, SC",2386990,8.9,"Summer","1",42.4061841450785,47.2867471963975,2.88854553886597,52.0286067941136,59850,1.47241375072207,416161,6.37785059958744
"Richland, SC",2386990,9.4,"Winter","0",42.4061841450785,47.2867471963975,2.88854553886597,52.0286067941136,59850,1.47241375072207,416161,6.37785059958744
"Richmond, GA",393866.073,12.9,"Summer","1",34.4477160167448,55.897804058151,1.7748953447197,52.4298805887254,50605,1.56157129734695,206153,5.5953485729811
"Richmond, GA",393866.073,18,"Winter","0",34.4477160167448,55.897804058151,1.7748953447197,52.4298805887254,50605,1.56157129734695,206153,5.5953485729811
"Roane, TN",3126432,13.3,"Summer","1",91.9054614426242,2.696319988099,0.658273983301411,37.9510825982358,66460,1.70340681362725,53777,6.49504898719998
"Roane, TN",3126432,11.6,"Winter","0",91.9054614426242,2.696319988099,0.658273983301411,37.9510825982358,66460,1.70340681362725,53777,6.49504898719998
"Rowan, NC",9341551.001,13.2,"Summer","1",73.4393167739874,16.0083499357436,1.07502022887527,39.2706194903997,59717,2.06118195626832,147067,6.97041898921228
"Rowan, NC",9341551.001,19.1,"Winter","0",73.4393167739874,16.0083499357436,1.07502022887527,39.2706194903997,59717,2.06118195626832,147067,6.97041898921228
"Russell, AL",743639.64,21,"Winter","0",46.9370762459855,44.8775680130504,0.779962276334347,47.7115574580178,47420,3.61435512744012,58849,5.87136253195303
"Russell, AL",743639.64,9.6,"Summer","1",46.9370762459855,44.8775680130504,0.779962276334347,47.7115574580178,47420,3.61435512744012,58849,5.87136253195303
"Santa Rosa, FL",1397625.001,13.1,"Summer","1",82.5084394213573,5.85203763082426,2.00270908071156,39.8644157915725,84715,1.29307864909959,188994,6.1453906607923
"Santa Rosa, FL",1397625.001,28.6,"Winter","0",82.5084394213573,5.85203763082426,2.00270908071156,39.8644157915725,84715,1.29307864909959,188994,6.1453906607923
"Sarasota, FL",31579,18.1,"Summer","1",86.0286486781735,4.26134294661714,1.79361481319642,49.8274311293325,77213,1.64789686222378,439392,4.49939837325435
"Sarasota, FL",31579,14.4,"Winter","0",86.0286486781735,4.26134294661714,1.79361481319642,49.8274311293325,77213,1.64789686222378,439392,4.49939837325435
"Seminole, FL",19269,19.1,"Summer","1",65.9983323467446,11.7745655296496,5.07042970714227,52.3300677982249,79490,1.30090960122516,471321,4.28485917673376
"Seminole, FL",19269,20.4,"Winter","0",65.9983323467446,11.7745655296496,5.07042970714227,52.3300677982249,79490,1.30090960122516,471321,4.28485917673376
"Shelby, TN",5433169.996,19.5,"Summer","1",36.6618453434653,53.7772548680972,2.8844825352964,50.2342059140892,59621,1.59736641338703,926440,6.73505329369003
"Shelby, TN",5433169.996,14.1,"Winter","0",36.6618453434653,53.7772548680972,2.8844825352964,50.2342059140892,59621,1.59736641338703,926440,6.73505329369003
"Spartanburg, SC",30838.001,12.7,"Summer","1",69.2838037192649,20.2914706514923,2.25312690272296,42.7537081550097,61955,1.55430084374053,330119,4.48908621818545
"Spartanburg, SC",30838.001,18.9,"Winter","0",69.2838037192649,20.2914706514923,2.25312690272296,42.7537081550097,61955,1.55430084374053,330119,4.48908621818545
"Sullivan, TN",1037290,10.7,"Summer","1",93.2315621022921,1.98838220284523,0.771789669989037,38.1244947453517,54357,1.52423233444321,158722,6.01590019109737
"Sullivan, TN",1037290,10.8,"Winter","0",93.2315621022921,1.98838220284523,0.771789669989037,38.1244947453517,54357,1.52423233444321,158722,6.01590019109737
"Sumner, TN",4450512,20.3,"Summer","1",82.5146689019279,8.41931468922249,1.55858670527572,44.5893863029944,81883,1.34467948460643,196845,6.64840997637056
"Sumner, TN",4450512,20,"Winter","0",82.5146689019279,8.41931468922249,1.55858670527572,44.5893863029944,81883,1.34467948460643,196845,6.64840997637056
"Volusia, FL",9267440.002,17,"Summer","1",74.5839003079567,10.7310391749624,1.86170593711953,51.6142951810014,63075,1.86699788974226,558520,6.96695978306042
"Volusia, FL",9267440.002,14.4,"Winter","0",74.5839003079567,10.7310391749624,1.86170593711953,51.6142951810014,63075,1.86699788974226,558520,6.96695978306042
"Wake, NC",182687,14.7,"Summer","1",61.1682859245139,19.6739165959281,7.88232166154493,44.630914004754,96734,0.796288940457193,1132103,5.26170764407318
"Wake, NC",182687,20.1,"Winter","0",61.1682859245139,19.6739165959281,7.88232166154493,44.630914004754,96734,0.796288940457193,1132103,5.26170764407318
"Wakulla, FL",1354941,15.1,"Summer","1",79.1236807778964,14.5499822127357,0.148227202656231,45.8351893095768,72035,2.22929936305732,33732,6.13192038455928
"Wakulla, FL",1354941,12.5,"Winter","0",79.1236807778964,14.5499822127357,0.148227202656231,45.8351893095768,72035,2.22929936305732,33732,6.13192038455928
"Washington, GA",689740,12.4,"Summer","1",43.063829787234,50.8435544430538,0.725907384230288,40.2997858672377,43810,2.5909592061742,19975,5.83868541270135
"Washington, GA",689740,40,"Winter","0",43.063829787234,50.8435544430538,0.725907384230288,40.2997858672377,43810,2.5909592061742,19975,5.83868541270135
"York, SC",117,8.3,"Summer","1",71.0078554845276,18.9001614915173,2.68280875093202,43.4562351125575,80158,1.31268747764028,282987,2.06818586174616
"York, SC",117,15,"Winter","0",71.0078554845276,18.9001614915173,2.68280875093202,43.4562351125575,80158,1.31268747764028,282987,2.06818586174616
